X,CH1,Start,Increment,
Sequence,Volt,-2.720000e-02,1.000000e-04
0,5.04e+00,
1,4.88e+00,
2,4.88e+00,
3,5.04e+00,
4,4.88e+00,
5,5.04e+00,
6,4.88e+00,
7,5.04e+00,
8,4.88e+00,
9,5.04e+00,
10,4.88e+00,
11,5.04e+00,
12,4.88e+00,
13,5.04e+00,
14,4.88e+00,
15,5.04e+00,
16,4.88e+00,
17,5.04e+00,
18,5.04e+00,
19,4.88e+00,
20,5.04e+00,
21,4.88e+00,
22,4.88e+00,
23,5.04e+00,
24,4.88e+00,
25,5.04e+00,
26,5.04e+00,
27,4.88e+00,
28,4.88e+00,
29,5.04e+00,
30,5.04e+00,
31,4.88e+00,
32,4.88e+00,
33,5.04e+00,
34,4.88e+00,
35,5.04e+00,
36,5.04e+00,
37,4.88e+00,
38,5.04e+00,
39,4.88e+00,
40,4.88e+00,
41,5.04e+00,
42,5.04e+00,
43,4.88e+00,
44,5.04e+00,
45,4.88e+00,
46,5.04e+00,
47,4.88e+00,
48,4.88e+00,
49,5.04e+00,
50,5.04e+00,
51,4.88e+00,
52,4.88e+00,
53,5.04e+00,
54,5.04e+00,
55,4.88e+00,
56,5.04e+00,
57,4.88e+00,
58,4.88e+00,
59,5.04e+00,
60,4.88e+00,
61,5.04e+00,
62,5.04e+00,
63,4.88e+00,
64,4.88e+00,
65,5.04e+00,
66,4.88e+00,
67,5.04e+00,
68,4.88e+00,
69,5.04e+00,
70,5.04e+00,
71,4.88e+00,
72,4.88e+00,
73,5.04e+00,
74,4.88e+00,
75,5.04e+00,
76,5.04e+00,
77,4.88e+00,
78,4.88e+00,
79,5.04e+00,
80,4.88e+00,
81,5.04e+00,
82,4.88e+00,
83,5.04e+00,
84,5.04e+00,
85,4.88e+00,
86,5.04e+00,
87,4.88e+00,
88,4.88e+00,
89,5.04e+00,
90,5.04e+00,
91,4.88e+00,
92,4.88e+00,
93,5.04e+00,
94,4.88e+00,
95,5.04e+00,
96,4.88e+00,
97,5.04e+00,
98,4.88e+00,
99,5.04e+00,
100,5.04e+00,
101,4.88e+00,
102,5.04e+00,
103,4.88e+00,
104,4.88e+00,
105,5.04e+00,
106,4.88e+00,
107,5.04e+00,
108,4.88e+00,
109,5.04e+00,
110,5.04e+00,
111,4.88e+00,
112,4.88e+00,
113,5.04e+00,
114,4.88e+00,
115,5.04e+00,
116,4.88e+00,
117,5.04e+00,
118,4.88e+00,
119,5.04e+00,
120,4.88e+00,
121,5.04e+00,
122,4.88e+00,
123,5.04e+00,
124,4.88e+00,
125,5.04e+00,
126,4.88e+00,
127,5.04e+00,
128,4.88e+00,
129,5.04e+00,
130,5.04e+00,
131,4.88e+00,
132,4.88e+00,
133,5.04e+00,
134,5.04e+00,
135,4.88e+00,
136,4.88e+00,
137,5.04e+00,
138,4.88e+00,
139,5.04e+00,
140,4.88e+00,
141,5.04e+00,
142,5.04e+00,
143,4.88e+00,
144,4.88e+00,
145,5.04e+00,
146,5.04e+00,
147,4.88e+00,
148,4.88e+00,
149,5.04e+00,
150,5.04e+00,
151,4.88e+00,
152,4.88e+00,
153,5.04e+00,
154,5.04e+00,
155,4.88e+00,
156,4.88e+00,
157,5.04e+00,
158,4.88e+00,
159,5.04e+00,
160,4.88e+00,
161,5.04e+00,
162,4.88e+00,
163,5.04e+00,
164,4.88e+00,
165,5.04e+00,
166,4.88e+00,
167,5.04e+00,
168,5.04e+00,
169,4.88e+00,
170,4.88e+00,
171,5.04e+00,
172,4.88e+00,
173,5.04e+00,
174,4.88e+00,
175,5.04e+00,
176,4.88e+00,
177,5.04e+00,
178,4.88e+00,
179,5.04e+00,
180,4.88e+00,
181,5.04e+00,
182,4.88e+00,
183,5.04e+00,
184,4.88e+00,
185,5.04e+00,
186,4.88e+00,
187,5.04e+00,
188,4.88e+00,
189,5.04e+00,
190,5.04e+00,
191,4.88e+00,
192,4.88e+00,
193,5.04e+00,
194,4.88e+00,
195,5.04e+00,
196,4.88e+00,
197,5.04e+00,
198,5.04e+00,
199,4.88e+00,
200,4.88e+00,
201,5.04e+00,
202,4.88e+00,
203,5.04e+00,
204,5.04e+00,
205,4.88e+00,
206,4.88e+00,
207,5.04e+00,
208,4.88e+00,
209,5.04e+00,
210,4.88e+00,
211,5.04e+00,
212,4.88e+00,
213,5.04e+00,
214,5.04e+00,
215,4.88e+00,
216,4.88e+00,
217,5.04e+00,
218,4.88e+00,
219,5.04e+00,
220,4.88e+00,
221,4.96e+00,
222,4.88e+00,
223,5.04e+00,
224,4.88e+00,
225,5.04e+00,
226,4.88e+00,
227,5.04e+00,
228,4.88e+00,
229,5.04e+00,
230,5.04e+00,
231,4.88e+00,
232,5.04e+00,
233,4.88e+00,
234,4.88e+00,
235,5.04e+00,
236,4.88e+00,
237,5.04e+00,
238,4.88e+00,
239,5.04e+00,
240,4.88e+00,
241,5.04e+00,
242,4.88e+00,
243,5.04e+00,
244,4.88e+00,
245,5.04e+00,
246,4.88e+00,
247,5.04e+00,
248,4.88e+00,
249,5.04e+00,
250,5.04e+00,
251,4.88e+00,
252,4.88e+00,
253,5.04e+00,
254,4.88e+00,
255,5.04e+00,
256,4.88e+00,
257,5.04e+00,
258,4.96e+00,
259,-2.56e+00,
260,8.00e-02,
261,0.00e+00,
262,0.00e+00,
263,8.00e-02,
264,8.00e-02,
265,-8.00e-02,
266,0.00e+00,
267,8.00e-02,
268,0.00e+00,
269,8.00e-02,
270,0.00e+00,
271,3.44e+00,
272,3.44e+00,
273,4.96e+00,
274,4.96e+00,
275,-2.56e+00,
276,8.00e-02,
277,-8.00e-02,
278,8.00e-02,
279,-8.00e-02,
280,0.00e+00,
281,4.88e+00,
282,4.88e+00,
283,4.80e+00,
284,4.88e+00,
285,4.80e+00,
286,4.88e+00,
287,4.80e+00,
288,4.80e+00,
289,4.88e+00,
290,4.88e+00,
291,4.80e+00,
292,4.88e+00,
293,-2.48e+00,
294,0.00e+00,
295,8.00e-02,
296,8.00e-02,
297,0.00e+00,
298,8.00e-02,
299,0.00e+00,
300,0.00e+00,
301,8.00e-02,
302,8.00e-02,
303,0.00e+00,
304,0.00e+00,
305,4.56e+00,
306,4.56e+00,
307,4.88e+00,
308,4.88e+00,
309,-2.56e+00,
310,0.00e+00,
